ID,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
1336,2,unskilled,1,yes,yes,No Risk
1337,1,skilled,1,none,yes,No Risk
1338,2,skilled,1,none,yes,No Risk
1339,1,management_self-employed,1,none,yes,No Risk
1340,2,skilled,1,yes,yes,Risk
1341,3,skilled,1,none,yes,Risk
1342,1,unskilled,1,none,yes,No Risk
1343,1,unskilled,1,yes,yes,No Risk
1344,2,skilled,1,yes,yes,No Risk
1345,1,management_self-employed,2,none,yes,Risk
1346,2,skilled,1,none,yes,No Risk
1347,2,skilled,1,yes,yes,Risk
1348,3,skilled,1,none,yes,Risk
1349,1,management_self-employed,1,none,yes,Risk
1350,1,skilled,1,none,yes,No Risk
1351,1,unskilled,1,none,yes,No Risk
1352,1,management_self-employed,1,none,yes,No Risk
1353,2,skilled,1,none,yes,No Risk
1354,1,skilled,1,none,yes,No Risk
1355,1,skilled,1,none,yes,No Risk
1356,1,skilled,1,yes,yes,No Risk
1357,1,skilled,1,none,yes,No Risk
1358,2,skilled,1,none,yes,No Risk
1359,1,unemployed,1,yes,yes,No Risk
1360,1,skilled,1,none,yes,No Risk
1361,1,skilled,1,none,yes,No Risk
1362,1,skilled,1,yes,yes,Risk
1363,1,unemployed,2,none,yes,No Risk
1364,2,management_self-employed,1,none,yes,Risk
1365,2,skilled,1,none,yes,No Risk
1366,2,skilled,1,yes,yes,No Risk
1367,1,skilled,1,none,yes,No Risk
1368,1,skilled,1,none,yes,Risk
1369,1,skilled,1,none,yes,No Risk
1370,1,skilled,1,none,yes,No Risk
1371,1,management_self-employed,1,none,yes,No Risk
1372,1,skilled,2,yes,yes,No Risk
1373,2,management_self-employed,1,yes,yes,No Risk
1374,2,skilled,1,none,yes,No Risk
1375,1,skilled,1,none,yes,No Risk
1376,3,skilled,1,yes,yes,No Risk
1377,1,management_self-employed,1,none,yes,No Risk
1378,1,management_self-employed,1,yes,yes,No Risk
1379,1,skilled,1,yes,yes,Risk
1380,1,skilled,1,none,yes,No Risk
1381,2,unskilled,2,yes,yes,No Risk
1382,1,unemployed,1,none,yes,No Risk
1383,1,skilled,1,none,yes,No Risk
1384,1,skilled,1,none,yes,No Risk
1385,1,skilled,1,none,yes,No Risk
1386,2,skilled,2,yes,yes,Risk
1387,1,skilled,1,none,yes,No Risk
1388,1,skilled,1,none,yes,No Risk
1389,1,unemployed,1,none,yes,No Risk
1390,1,skilled,1,none,yes,No Risk
1391,1,unskilled,1,none,yes,Risk
1392,1,management_self-employed,1,yes,yes,No Risk
1393,2,skilled,1,none,yes,Risk
1394,1,skilled,1,none,yes,No Risk
1395,1,unskilled,1,none,yes,Risk
1396,1,skilled,1,none,yes,Risk
1397,1,skilled,1,none,yes,No Risk
1398,2,skilled,1,yes,yes,Risk
1399,2,skilled,2,yes,yes,No Risk
1400,2,management_self-employed,2,yes,no,Risk
1401,1,skilled,1,none,yes,No Risk
1402,1,skilled,2,none,yes,No Risk
1403,2,management_self-employed,2,none,yes,No Risk
1404,1,skilled,1,none,yes,Risk
1405,1,skilled,1,yes,yes,No Risk
1406,2,skilled,1,yes,no,No Risk
1407,1,skilled,1,none,yes,No Risk
1408,1,unskilled,1,none,yes,No Risk
1409,1,skilled,1,yes,yes,Risk
1410,1,skilled,1,none,yes,No Risk
1411,1,skilled,1,none,yes,No Risk
1412,1,skilled,1,none,yes,No Risk
1413,1,skilled,1,none,yes,No Risk
1414,3,skilled,2,yes,yes,Risk
1415,1,skilled,1,none,yes,No Risk
1416,1,skilled,1,none,yes,No Risk
1417,1,skilled,1,none,yes,No Risk
1418,2,skilled,1,none,yes,Risk
1419,1,unskilled,1,yes,yes,No Risk
1420,2,skilled,1,yes,yes,Risk
1421,1,unemployed,1,yes,yes,No Risk
1422,3,skilled,2,yes,yes,Risk
1423,2,skilled,1,yes,yes,Risk
1424,2,skilled,1,yes,yes,No Risk
1425,2,skilled,2,yes,yes,Risk
1426,1,skilled,1,none,yes,No Risk
1427,1,skilled,1,none,yes,No Risk
1428,1,skilled,1,yes,yes,Risk
1429,1,unskilled,2,yes,yes,Risk
1430,1,unskilled,1,none,yes,No Risk
1431,2,unskilled,1,none,yes,No Risk
1432,2,unemployed,1,none,yes,No Risk
1433,1,management_self-employed,1,yes,yes,No Risk
1434,1,unemployed,1,yes,yes,No Risk
1435,1,unemployed,1,none,yes,No Risk
1436,2,skilled,1,yes,yes,No Risk
1437,2,skilled,1,none,yes,No Risk
1438,2,skilled,1,none,yes,No Risk
1439,1,unemployed,1,none,yes,Risk
1440,1,skilled,1,none,yes,No Risk
1441,2,skilled,1,yes,yes,No Risk
1442,2,skilled,1,none,yes,No Risk
1443,1,skilled,1,none,yes,No Risk
1444,1,skilled,1,none,yes,No Risk
1445,1,skilled,1,none,yes,No Risk
1446,2,management_self-employed,1,none,yes,Risk
1447,3,skilled,2,yes,yes,Risk
1448,1,skilled,1,none,yes,No Risk
1449,1,skilled,1,none,yes,No Risk
1450,2,skilled,1,yes,yes,No Risk
1451,1,management_self-employed,1,none,yes,Risk
1452,1,skilled,1,none,yes,No Risk
1453,1,skilled,1,none,yes,No Risk
1454,2,skilled,1,yes,yes,Risk
1455,2,skilled,1,yes,yes,No Risk
1456,3,management_self-employed,1,yes,yes,Risk
1457,2,unskilled,2,yes,yes,No Risk
1458,2,skilled,1,yes,no,Risk
1459,2,skilled,1,yes,yes,Risk
1460,2,skilled,1,yes,yes,Risk
1461,1,unskilled,1,none,yes,No Risk
1462,1,skilled,1,yes,yes,No Risk
1463,1,management_self-employed,1,none,yes,No Risk
1464,1,skilled,2,yes,yes,No Risk
1465,1,unemployed,1,none,yes,No Risk
1466,2,skilled,2,yes,yes,Risk
1467,1,skilled,1,none,yes,No Risk
1468,2,skilled,1,none,yes,No Risk
1469,2,management_self-employed,1,none,yes,No Risk
1470,1,skilled,1,none,yes,No Risk
1471,1,skilled,1,yes,yes,No Risk
1472,2,skilled,1,yes,yes,Risk
1473,1,unskilled,1,yes,yes,No Risk
1474,2,skilled,1,yes,yes,Risk
1475,1,skilled,1,none,yes,No Risk
1476,1,skilled,1,none,yes,Risk
1477,2,management_self-employed,2,yes,yes,Risk
1478,1,skilled,1,none,yes,Risk
1479,1,management_self-employed,1,none,yes,No Risk
1480,2,management_self-employed,1,none,yes,No Risk
1481,1,unskilled,1,none,yes,Risk
1482,2,skilled,1,yes,yes,Risk
1483,1,skilled,1,yes,yes,Risk
1484,2,management_self-employed,1,none,yes,No Risk
1485,1,skilled,1,none,yes,No Risk
1486,2,skilled,1,yes,yes,Risk
1487,1,skilled,1,none,no,No Risk
1488,2,unskilled,2,yes,yes,No Risk
1489,1,skilled,1,none,yes,No Risk
1490,1,skilled,2,yes,yes,No Risk
1491,2,management_self-employed,2,none,yes,No Risk
1492,2,unskilled,1,yes,yes,No Risk
1493,1,skilled,1,none,yes,Risk
1494,1,skilled,1,none,yes,No Risk
1495,2,unemployed,1,none,yes,No Risk
1496,1,skilled,1,none,yes,No Risk
1497,1,skilled,1,none,no,Risk
1498,2,skilled,1,none,yes,No Risk
1499,1,unemployed,1,none,yes,No Risk
1500,2,management_self-employed,1,yes,yes,Risk
1501,1,skilled,1,none,yes,No Risk
1502,1,unskilled,2,yes,yes,No Risk
1503,1,unskilled,1,none,yes,No Risk
1504,1,skilled,1,none,yes,No Risk
1505,2,management_self-employed,2,yes,yes,No Risk
1506,1,unemployed,1,none,yes,No Risk
1507,2,skilled,1,yes,yes,No Risk
1508,1,skilled,1,none,yes,No Risk
1509,1,skilled,1,none,yes,Risk
1510,2,skilled,1,yes,yes,Risk
1511,1,skilled,1,none,yes,No Risk
1512,1,skilled,2,none,yes,No Risk
1513,2,management_self-employed,1,yes,yes,Risk
1514,1,skilled,1,none,yes,No Risk
1515,1,skilled,1,none,yes,No Risk
1516,2,skilled,2,yes,yes,Risk
1517,2,skilled,1,yes,yes,No Risk
1518,2,management_self-employed,1,none,yes,No Risk
1519,1,skilled,1,none,yes,No Risk
1520,1,skilled,1,none,yes,No Risk
1521,1,skilled,1,yes,yes,No Risk
1522,1,skilled,1,yes,yes,No Risk
1523,1,management_self-employed,1,yes,yes,No Risk
1524,2,skilled,1,yes,yes,No Risk
1525,1,skilled,1,none,yes,No Risk
1526,2,management_self-employed,2,yes,yes,No Risk
1527,1,skilled,1,none,yes,No Risk
1528,2,management_self-employed,2,yes,yes,No Risk
1529,1,unskilled,1,yes,yes,No Risk
1530,2,skilled,1,yes,yes,Risk
1531,3,skilled,2,yes,yes,Risk
1532,1,unemployed,1,none,yes,No Risk
1533,1,management_self-employed,1,none,yes,Risk
1534,3,skilled,1,yes,yes,Risk
1535,1,unskilled,1,yes,yes,Risk
1536,2,skilled,1,none,yes,No Risk
1537,1,skilled,1,none,yes,No Risk
1538,2,unskilled,2,yes,yes,No Risk
1539,1,skilled,1,none,yes,No Risk
1540,2,skilled,1,none,yes,Risk
1541,1,management_self-employed,2,none,yes,No Risk
1542,3,skilled,2,yes,no,Risk
1543,2,skilled,1,none,yes,No Risk
1544,2,skilled,1,none,yes,No Risk
1545,1,skilled,1,none,yes,No Risk
1546,2,skilled,1,yes,yes,Risk
1547,2,unskilled,2,yes,yes,No Risk
1548,1,skilled,1,none,yes,No Risk
1549,1,management_self-employed,1,none,yes,No Risk
1550,1,skilled,1,none,yes,Risk
1551,1,unemployed,1,yes,yes,No Risk
1552,1,skilled,1,none,yes,No Risk
1553,1,skilled,1,none,yes,Risk
1554,1,skilled,1,none,yes,No Risk
1555,1,skilled,1,yes,yes,Risk
1556,1,skilled,1,none,yes,No Risk
1557,1,management_self-employed,2,none,yes,Risk
1558,1,management_self-employed,1,none,yes,No Risk
1559,1,unemployed,1,none,yes,No Risk
1560,1,skilled,1,none,yes,No Risk
1561,2,skilled,1,none,yes,Risk
1562,2,skilled,2,yes,yes,Risk
1563,1,skilled,1,yes,yes,No Risk
1564,2,unskilled,1,yes,yes,Risk
1565,2,skilled,1,yes,yes,Risk
1566,2,unskilled,1,yes,yes,Risk
1567,2,unemployed,1,yes,yes,Risk
1568,2,management_self-employed,1,yes,yes,Risk
1569,1,skilled,1,none,yes,No Risk
1570,1,skilled,1,none,yes,No Risk
1571,1,skilled,1,none,yes,No Risk
1572,1,skilled,1,none,yes,No Risk
1573,1,skilled,1,none,yes,No Risk
1574,2,unskilled,1,yes,no,Risk
1575,2,skilled,1,yes,yes,No Risk
1576,1,management_self-employed,2,none,yes,Risk
1577,1,skilled,1,none,yes,No Risk
1578,1,skilled,1,none,yes,No Risk
1579,2,management_self-employed,2,yes,yes,No Risk
1580,1,skilled,1,yes,yes,No Risk
1581,2,unemployed,1,yes,yes,Risk
1582,1,unemployed,1,none,yes,No Risk
1583,1,management_self-employed,1,none,yes,No Risk
1584,1,skilled,1,none,yes,No Risk
1585,2,skilled,1,none,yes,No Risk
1586,2,skilled,1,yes,yes,Risk
1587,2,skilled,2,yes,yes,No Risk
1588,2,management_self-employed,2,yes,yes,No Risk
1589,1,unskilled,1,yes,yes,No Risk
1590,2,unskilled,1,yes,yes,No Risk
1591,1,skilled,1,none,yes,No Risk
1592,2,unskilled,1,none,yes,Risk
1593,2,management_self-employed,1,yes,yes,Risk
1594,1,skilled,2,yes,yes,No Risk
1595,1,skilled,1,yes,yes,No Risk
1596,3,skilled,2,yes,yes,Risk
1597,1,skilled,1,none,yes,No Risk
1598,3,management_self-employed,2,yes,yes,Risk
1599,1,management_self-employed,1,none,yes,No Risk
1600,2,management_self-employed,1,none,yes,No Risk
1601,1,skilled,1,none,yes,No Risk
1602,1,skilled,1,none,yes,No Risk
1603,1,skilled,1,none,yes,No Risk
1604,1,skilled,1,none,yes,No Risk
1605,1,management_self-employed,1,none,yes,No Risk
1606,2,skilled,1,yes,yes,No Risk
1607,2,skilled,1,yes,yes,Risk
1608,1,skilled,1,yes,yes,Risk
1609,1,skilled,1,none,yes,No Risk
1610,2,skilled,1,yes,yes,Risk
1611,1,unskilled,1,none,yes,No Risk
1612,1,skilled,1,none,yes,No Risk
1613,1,management_self-employed,1,none,yes,No Risk
1614,1,skilled,1,yes,yes,Risk
1615,1,skilled,1,none,yes,No Risk
1616,2,skilled,1,none,yes,No Risk
1617,1,unemployed,1,none,yes,No Risk
1618,1,unskilled,1,none,yes,No Risk
1619,1,management_self-employed,1,none,no,No Risk
1620,2,unskilled,2,yes,yes,No Risk
1621,1,skilled,1,none,yes,No Risk
1622,3,management_self-employed,2,yes,yes,Risk
1623,1,skilled,1,none,yes,No Risk
1624,1,skilled,1,yes,yes,Risk
1625,1,unskilled,1,none,yes,No Risk
1626,2,unskilled,2,yes,yes,No Risk
1627,1,skilled,1,none,yes,No Risk
1628,2,management_self-employed,1,none,yes,Risk
1629,1,skilled,1,yes,yes,Risk
1630,2,unemployed,2,yes,yes,No Risk
1631,1,management_self-employed,1,none,yes,No Risk
1632,1,skilled,1,yes,yes,No Risk
1633,1,skilled,1,none,yes,No Risk
1634,2,skilled,1,yes,yes,Risk
1635,2,skilled,2,yes,yes,Risk
1636,2,skilled,2,yes,yes,Risk
1637,1,skilled,1,yes,yes,Risk
1638,2,skilled,2,none,yes,Risk
1639,1,skilled,1,none,yes,Risk
1640,3,skilled,2,yes,yes,Risk
1641,1,skilled,1,none,yes,No Risk
1642,2,skilled,1,yes,yes,No Risk
1643,1,skilled,1,none,yes,No Risk
1644,1,skilled,1,none,yes,No Risk
1645,2,unskilled,1,yes,yes,No Risk
1646,2,skilled,2,yes,yes,Risk
1647,2,skilled,1,none,yes,Risk
1648,1,skilled,1,none,yes,No Risk
1649,1,skilled,1,none,yes,Risk
1650,2,unskilled,1,yes,yes,No Risk
1651,1,skilled,1,none,yes,No Risk
1652,1,skilled,1,none,yes,Risk
1653,1,skilled,1,yes,yes,No Risk
1654,2,skilled,1,yes,yes,No Risk
1655,2,skilled,1,none,yes,No Risk
1656,1,unskilled,1,none,yes,No Risk
1657,1,management_self-employed,1,yes,yes,No Risk
1658,2,management_self-employed,2,yes,yes,Risk
1659,3,skilled,2,yes,yes,No Risk
1660,2,skilled,2,yes,yes,No Risk
1661,1,skilled,1,none,yes,No Risk
1662,2,skilled,1,none,yes,No Risk
1663,1,skilled,1,none,yes,No Risk
1664,2,skilled,2,yes,yes,No Risk
1665,1,unskilled,1,none,yes,No Risk
1666,2,skilled,1,yes,yes,Risk
1667,1,skilled,1,none,yes,Risk
1668,1,skilled,1,none,yes,No Risk
1669,1,management_self-employed,1,none,yes,No Risk
1670,2,skilled,1,none,yes,No Risk
1671,1,skilled,1,none,yes,No Risk
1672,2,skilled,1,yes,yes,Risk
1673,2,skilled,1,none,yes,Risk
1674,2,skilled,1,none,yes,Risk
1675,1,unskilled,1,yes,yes,Risk
1676,2,management_self-employed,1,yes,yes,Risk
1677,1,skilled,1,none,yes,No Risk
1678,1,skilled,1,none,yes,Risk
1679,2,management_self-employed,1,yes,yes,No Risk
1680,2,unemployed,2,yes,yes,Risk
1681,1,skilled,1,none,yes,Risk
1682,2,skilled,1,yes,yes,No Risk
1683,1,skilled,1,yes,no,Risk
1684,2,unemployed,1,yes,no,No Risk
1685,2,skilled,1,yes,yes,Risk
1686,1,unskilled,1,none,yes,Risk
1687,1,management_self-employed,1,none,yes,No Risk
1688,1,skilled,1,none,yes,No Risk
1689,2,skilled,1,none,yes,Risk
1690,1,skilled,1,none,yes,No Risk
1691,1,skilled,1,none,yes,No Risk
1692,2,skilled,1,yes,yes,No Risk
1693,1,unemployed,1,none,yes,Risk
1694,2,skilled,1,yes,yes,No Risk
1695,2,skilled,1,none,yes,No Risk
1696,2,skilled,1,none,yes,No Risk
1697,1,skilled,1,none,yes,No Risk
1698,2,management_self-employed,2,yes,yes,No Risk
1699,2,unskilled,1,yes,yes,Risk
1700,2,skilled,1,none,yes,Risk
1701,1,skilled,1,none,yes,No Risk
1702,1,skilled,1,yes,yes,No Risk
1703,1,skilled,1,none,yes,No Risk
1704,1,unskilled,1,none,yes,No Risk
1705,1,skilled,1,yes,yes,No Risk
1706,2,skilled,1,yes,yes,No Risk
1707,2,skilled,2,yes,yes,Risk
1708,2,management_self-employed,1,yes,yes,Risk
1709,1,skilled,1,yes,yes,Risk
1710,1,skilled,1,none,yes,No Risk
1711,1,skilled,1,none,yes,No Risk
1712,2,unskilled,2,yes,yes,No Risk
1713,2,management_self-employed,1,yes,yes,Risk
1714,2,skilled,1,none,yes,No Risk
1715,1,skilled,1,none,yes,No Risk
1716,2,unemployed,1,yes,yes,Risk
1717,1,skilled,1,none,yes,No Risk
1718,2,skilled,1,yes,yes,Risk
1719,2,management_self-employed,2,yes,yes,No Risk
1720,2,skilled,2,yes,yes,Risk
1721,1,management_self-employed,1,none,yes,No Risk
1722,2,management_self-employed,1,none,yes,No Risk
1723,2,skilled,2,yes,yes,Risk
1724,2,skilled,2,yes,yes,Risk
1725,1,unskilled,1,none,yes,No Risk
1726,2,skilled,1,none,yes,No Risk
1727,1,skilled,1,none,yes,No Risk
1728,2,skilled,1,yes,yes,No Risk
1729,2,management_self-employed,1,none,yes,No Risk
1730,1,skilled,1,yes,yes,No Risk
1731,1,skilled,1,none,yes,No Risk
1732,1,skilled,1,none,yes,Risk
1733,1,management_self-employed,1,yes,yes,No Risk
1734,3,unemployed,2,yes,yes,No Risk
1735,1,skilled,1,none,yes,No Risk
1736,2,unemployed,2,yes,yes,No Risk
1737,1,skilled,1,none,yes,No Risk
1738,2,skilled,2,yes,yes,No Risk
1739,1,unskilled,1,none,yes,No Risk
1740,2,skilled,1,yes,yes,Risk
1741,1,skilled,1,none,yes,No Risk
1742,1,unskilled,1,none,yes,Risk
1743,1,skilled,1,none,yes,No Risk
1744,2,skilled,2,yes,yes,No Risk
1745,1,unskilled,1,none,yes,No Risk
1746,1,unskilled,1,none,yes,No Risk
1747,2,unskilled,2,yes,yes,No Risk
1748,2,management_self-employed,1,none,yes,Risk
1749,2,management_self-employed,1,none,yes,No Risk
1750,1,unskilled,1,none,yes,No Risk
1751,1,skilled,1,none,yes,No Risk
1752,2,skilled,1,yes,yes,Risk
1753,1,skilled,1,none,yes,No Risk
1754,1,management_self-employed,1,yes,yes,No Risk
1755,1,skilled,1,none,yes,No Risk
1756,1,skilled,1,none,yes,No Risk
1757,2,skilled,1,yes,yes,No Risk
1758,1,skilled,1,none,yes,No Risk
1759,1,skilled,1,yes,no,No Risk
1760,1,management_self-employed,1,yes,yes,Risk
1761,1,unskilled,1,none,yes,No Risk
1762,2,skilled,1,yes,yes,No Risk
1763,1,skilled,1,none,yes,Risk
1764,1,management_self-employed,1,none,yes,No Risk
1765,1,skilled,1,none,yes,No Risk
1766,1,skilled,1,yes,yes,No Risk
1767,1,skilled,1,none,yes,No Risk
1768,1,skilled,1,none,yes,Risk
1769,1,skilled,1,none,yes,No Risk
1770,2,management_self-employed,1,yes,yes,Risk
1771,1,skilled,1,none,yes,No Risk
1772,1,skilled,1,none,yes,No Risk
1773,1,skilled,1,none,yes,No Risk
1774,1,skilled,2,yes,yes,No Risk
1775,1,unemployed,1,none,yes,No Risk
1776,2,unemployed,1,none,yes,No Risk
1777,1,skilled,1,none,yes,No Risk
1778,1,unskilled,1,none,yes,No Risk
1779,1,skilled,1,none,yes,No Risk
1780,3,skilled,2,none,yes,Risk
1781,1,unskilled,1,none,yes,No Risk
1782,2,unemployed,2,none,yes,Risk
1783,1,skilled,1,none,yes,No Risk
1784,2,management_self-employed,2,yes,yes,Risk
1785,2,skilled,1,none,yes,Risk
1786,2,skilled,1,none,yes,No Risk
1787,1,skilled,1,none,yes,No Risk
1788,2,skilled,1,yes,yes,No Risk
1789,2,unskilled,1,none,yes,No Risk
1790,1,unskilled,1,none,yes,No Risk
1791,1,skilled,1,none,yes,No Risk
1792,2,unskilled,2,yes,yes,Risk
1793,1,management_self-employed,1,none,yes,No Risk
1794,2,skilled,1,none,yes,No Risk
1795,1,management_self-employed,1,none,yes,No Risk
1796,1,unskilled,1,none,yes,No Risk
1797,1,skilled,1,none,yes,No Risk
1798,2,unskilled,1,yes,yes,Risk
1799,2,management_self-employed,1,yes,yes,No Risk
1800,2,unskilled,1,yes,yes,No Risk
1801,1,skilled,1,none,yes,No Risk
1802,2,skilled,1,none,no,No Risk
1803,2,skilled,1,none,yes,Risk
1804,2,management_self-employed,1,yes,yes,Risk
1805,2,skilled,1,yes,yes,Risk
1806,2,unskilled,2,yes,yes,Risk
1807,1,management_self-employed,1,yes,yes,No Risk
1808,2,unemployed,1,yes,yes,Risk
1809,2,unemployed,2,yes,yes,Risk
1810,1,skilled,1,none,yes,No Risk
1811,1,skilled,1,none,yes,No Risk
1812,2,skilled,1,none,yes,No Risk
1813,1,management_self-employed,1,yes,yes,No Risk
1814,2,skilled,1,yes,yes,No Risk
1815,1,skilled,1,none,yes,No Risk
1816,2,management_self-employed,1,yes,yes,No Risk
1817,1,skilled,1,none,yes,No Risk
1818,1,unskilled,1,none,yes,Risk
1819,2,skilled,1,yes,yes,Risk
1820,1,skilled,1,none,yes,Risk
1821,1,skilled,1,none,yes,No Risk
1822,3,skilled,2,yes,no,Risk
1823,1,skilled,1,yes,yes,No Risk
1824,2,skilled,1,none,yes,Risk
1825,2,management_self-employed,2,none,yes,No Risk
1826,1,skilled,1,yes,yes,Risk
1827,2,skilled,1,none,yes,No Risk
1828,2,skilled,1,yes,yes,Risk
1829,1,skilled,1,none,yes,No Risk
1830,1,skilled,1,yes,yes,No Risk
1831,1,skilled,1,yes,yes,No Risk
1832,1,skilled,1,none,yes,Risk
1833,1,unskilled,1,none,yes,No Risk
1834,1,management_self-employed,1,none,yes,No Risk
1835,1,skilled,1,none,yes,No Risk
1836,1,skilled,1,none,yes,No Risk
1837,2,unskilled,2,yes,yes,Risk
1838,3,skilled,1,yes,yes,Risk
1839,1,unemployed,1,none,yes,No Risk
1840,2,skilled,1,none,yes,No Risk
1841,2,skilled,1,yes,yes,Risk
1842,1,skilled,1,none,yes,No Risk
1843,2,unskilled,2,yes,yes,No Risk
1844,2,skilled,1,none,yes,No Risk
1845,2,skilled,1,yes,yes,Risk
1846,1,skilled,1,yes,yes,Risk
1847,1,unskilled,1,none,yes,Risk
1848,1,skilled,1,yes,yes,No Risk
1849,1,unskilled,1,none,yes,No Risk
1850,2,skilled,2,none,yes,Risk
1851,1,skilled,1,yes,yes,No Risk
1852,2,management_self-employed,1,yes,yes,Risk
1853,2,skilled,1,none,yes,No Risk
1854,1,skilled,1,none,yes,No Risk
1855,2,skilled,1,none,yes,Risk
1856,2,skilled,1,none,yes,No Risk
1857,1,unskilled,1,none,yes,No Risk
1858,1,unskilled,1,yes,yes,No Risk
1859,1,skilled,1,yes,yes,No Risk
1860,2,skilled,1,none,yes,No Risk
1861,1,skilled,1,none,yes,No Risk
1862,3,skilled,2,yes,yes,Risk
1863,1,skilled,1,yes,yes,Risk
1864,1,skilled,1,none,yes,No Risk
1865,1,unskilled,2,yes,yes,No Risk
1866,2,skilled,1,none,yes,Risk
1867,3,skilled,2,yes,yes,Risk
1868,1,skilled,2,yes,no,Risk
1869,2,skilled,1,yes,yes,No Risk
1870,1,skilled,1,none,yes,No Risk
1871,2,skilled,1,none,yes,Risk
1872,2,unskilled,2,yes,yes,Risk
1873,1,skilled,2,yes,yes,No Risk
1874,1,unskilled,1,yes,yes,Risk
1875,2,skilled,1,none,yes,No Risk
1876,2,management_self-employed,1,yes,yes,No Risk
1877,1,management_self-employed,1,yes,yes,Risk
1878,1,skilled,1,yes,yes,No Risk
1879,2,unskilled,1,yes,yes,No Risk
1880,2,unskilled,1,yes,yes,No Risk
1881,1,skilled,1,yes,yes,Risk
1882,1,skilled,1,none,yes,No Risk
1883,1,skilled,1,none,yes,No Risk
1884,2,skilled,2,yes,yes,No Risk
1885,2,unskilled,1,yes,yes,No Risk
1886,1,skilled,1,none,yes,No Risk
1887,1,skilled,1,yes,yes,No Risk
1888,2,skilled,1,none,yes,No Risk
1889,2,unskilled,2,yes,yes,No Risk
1890,2,management_self-employed,1,yes,yes,No Risk
1891,1,unskilled,1,none,yes,No Risk
1892,1,skilled,1,none,yes,No Risk
1893,1,skilled,1,none,yes,No Risk
1894,2,skilled,1,yes,yes,Risk
1895,1,skilled,1,yes,yes,No Risk
1896,2,skilled,1,none,yes,Risk
1897,1,skilled,1,none,yes,Risk
1898,1,skilled,1,none,yes,No Risk
1899,2,skilled,2,yes,yes,Risk
1900,2,skilled,1,none,yes,No Risk
1901,1,skilled,1,none,yes,No Risk
1902,2,unemployed,2,yes,yes,No Risk
1903,1,skilled,2,none,yes,No Risk
1904,2,skilled,2,yes,yes,Risk
1905,1,skilled,1,none,yes,No Risk
1906,1,skilled,1,yes,yes,Risk
1907,1,unskilled,1,yes,yes,Risk
1908,2,skilled,2,yes,yes,Risk
1909,1,skilled,1,none,yes,No Risk
1910,2,management_self-employed,2,none,yes,Risk
1911,1,skilled,2,yes,yes,Risk
1912,2,skilled,1,none,yes,No Risk
1913,1,unemployed,1,yes,yes,Risk
1914,1,unemployed,1,yes,yes,No Risk
1915,1,skilled,1,none,yes,No Risk
1916,2,skilled,2,yes,yes,Risk
1917,1,skilled,1,none,yes,No Risk
1918,3,management_self-employed,2,yes,yes,Risk
1919,2,skilled,1,none,yes,Risk
1920,2,unskilled,1,yes,yes,Risk
1921,1,skilled,1,yes,yes,No Risk
1922,1,unskilled,1,none,yes,No Risk
1923,2,management_self-employed,2,yes,yes,Risk
1924,2,unskilled,1,yes,yes,No Risk
1925,1,skilled,1,none,yes,No Risk
1926,2,skilled,1,yes,yes,Risk
1927,1,skilled,1,none,yes,No Risk
1928,1,skilled,1,none,yes,No Risk
1929,1,unemployed,1,yes,yes,No Risk
1930,2,skilled,1,none,yes,No Risk
1931,1,skilled,1,yes,yes,No Risk
1932,1,skilled,1,none,yes,Risk
1933,2,skilled,1,none,yes,Risk
1934,1,skilled,1,none,yes,Risk
1935,1,unskilled,1,none,yes,No Risk
1936,2,skilled,1,none,yes,Risk
1937,2,skilled,1,yes,yes,Risk
1938,1,skilled,1,none,yes,Risk
1939,1,skilled,1,none,yes,No Risk
1940,1,unskilled,1,none,yes,No Risk
1941,1,management_self-employed,1,none,no,No Risk
1942,1,skilled,1,yes,yes,Risk
1943,1,skilled,2,none,yes,No Risk
1944,2,unskilled,1,none,yes,No Risk
1945,1,skilled,2,none,yes,No Risk
1946,2,skilled,1,yes,yes,No Risk
1947,2,unskilled,2,yes,yes,No Risk
1948,2,skilled,1,none,yes,Risk
1949,2,skilled,1,yes,yes,No Risk
1950,1,unemployed,1,none,yes,No Risk
1951,1,unskilled,1,none,yes,No Risk
1952,1,skilled,1,none,yes,No Risk
1953,1,management_self-employed,1,none,yes,No Risk
1954,2,unskilled,1,yes,yes,No Risk
1955,2,management_self-employed,1,none,yes,No Risk
1956,2,management_self-employed,2,none,yes,Risk
1957,1,skilled,1,yes,yes,No Risk
1958,2,skilled,1,none,yes,No Risk
1959,1,skilled,1,none,yes,Risk
1960,2,skilled,1,none,yes,No Risk
1961,2,skilled,1,none,yes,No Risk
1962,3,skilled,2,yes,yes,Risk
1963,1,unemployed,1,none,yes,No Risk
1964,1,skilled,1,none,yes,No Risk
1965,1,skilled,1,none,yes,No Risk
1966,2,unskilled,1,yes,yes,No Risk
1967,2,skilled,1,none,yes,No Risk
1968,3,skilled,2,yes,yes,No Risk
1969,1,unskilled,1,none,yes,No Risk
1970,1,skilled,1,none,yes,No Risk
1971,1,skilled,1,none,yes,No Risk
1972,1,skilled,1,none,yes,Risk
1973,1,skilled,1,none,yes,No Risk
1974,1,skilled,1,yes,yes,Risk
1975,1,unskilled,1,none,yes,Risk
1976,1,skilled,2,yes,yes,No Risk
1977,1,skilled,1,none,yes,Risk
1978,1,skilled,1,none,yes,No Risk
